	log2fc	p-adj
ARB1	-0.05741838	0.299091176
SNF6	-0.048700336	0.299179853
YOR223W	0.09792057	0.299331685
MSB2	0.115244314	0.29948327
CBP4	-0.130793105	0.299581121
TNA1	-0.183404573	0.2999595
CGR1	-0.169985874	0.30011282
DNF1	-0.055930712	0.300251408
MDM12	0.105635392	0.301432966
ARA1	0.132881714	0.301613879
TOS4	-0.12020516	0.301810945
TVP38	0.114331909	0.302213997
BNI5	0.063267324	0.303001852
DSE3	0.094255929	0.303147171
OSW5	0.151163885	0.303632016
URN1	0.162312154	0.303825532
YGL101W	-0.17298411	0.305137384
PFA5	0.248545705	0.305236373
LYS1	0.119404054	0.305734352
VPS66	0.076700091	0.305839473
NNK1	0.053775092	0.305945403
ART5	0.109403976	0.306099964
CFD1	0.09800256	0.306339365
MGE1	0.147901815	0.306444296
YLR361C-A	0.101869303	0.30666165
MDY2	0.112264024	0.306967817
PAP2	0.101008707	0.30814571
LST4	0.059513396	0.309008152
SEM1	0.142179532	0.30957886
BUD13	0.090800798	0.309934664
RBG2	-0.030303988	0.311262134
HCH1	0.12610154	0.312036757
RFA3	-0.292812152	0.312190035
YJL147C	-0.237779109	0.312587454
LDB7	0.120632859	0.312764333
NOT3	-0.041045124	0.31316472
SKN1	-0.108373253	0.314042044
RPS29B	-0.625655286	0.314467722
HFM1	0.103132737	0.31476879
FLC1	-0.056348925	0.314860964
BNA7	0.081179467	0.316172737
ESF2	-0.073703945	0.317132609
YIP1	0.06310438	0.318237269
IOC3	0.076873106	0.31856717
POP7	-0.099507221	0.319036375
EMP47	0.094164517	0.319138682
TSL1	-0.061120376	0.319292725
MOT2	0.114305422	0.319404253
ADE8	0.100301091	0.319526851
HSM3	0.045549878	0.32046441
SRB7	-0.416594649	0.320892152
ATP22	0.060972635	0.321048411
GIR2	-0.037960215	0.321407433
SCP1	0.090194362	0.322043092
NPA3	-0.063206629	0.322140234
YGR093W	0.055137863	0.323199869
OM14	-0.506031381	0.323557114
TRX3	-0.166085164	0.323971391
RTG2	0.068172758	0.325365434
DSS4	0.16892121	0.325768369
AFI1	0.068424796	0.326008939
ZPR1	-0.100439731	0.32667289
MPM1	0.065711771	0.326924252
KIP2	-0.100289673	0.328315198
DBP6	-0.130414965	0.328495729
YGR117C	-0.061755515	0.328682192
DCC1	-0.155576669	0.329632412
PTC2	0.05345516	0.329855049
LCB1	0.153498825	0.330492197
PBN1	0.095261833	0.331279672
SUR2	0.163303209	0.331441286
YMR118C	0.277401592	0.331981197
SSC1	-0.149589031	0.332331129
CHS7	-0.486053611	0.332653751
YKL091C	0.059499839	0.332811754
STB3	-0.082276734	0.333742457
BUD27	0.071914111	0.336627513
AVT3	-0.107180874	0.337234068
SUI1	-0.171716171	0.337510004
MIG1	0.314017006	0.338838237
TOS2	0.151581762	0.339287187
TMA22	0.189730332	0.340216802
YPR169W-A	0.192993307	0.340469863
LYS20	0.146987376	0.34095663
CHS6	0.176693278	0.341385604
PBA1	-0.165590276	0.341584596
BCH1	0.084749822	0.342581778
BMH1	-0.107785064	0.342718928
RNH203	-0.111915168	0.342912285
DAS1	0.03590732	0.343108314
TPS2	0.084587156	0.343384464
NBP2	0.093559833	0.344661715
MNN4	-0.083094461	0.345119474
YER130C	-0.427144761	0.345271306
NUP57	0.08870656	0.345747
CDC43	0.346080659	0.345945474
TOM40	-0.087478368	0.34625661
MSB3	0.069788144	0.346450038
ADD66	-0.049911428	0.346776885
PWP1	0.089130076	0.347476267
PET117	-0.054169263	0.347697136
SKG6	0.1003414	0.348457255
ASR1	-0.125382887	0.348970085
RRM3	-0.054768068	0.349713313
YPR148C	0.050193103	0.349970338
RRI2	0.097929393	0.350718749
SCO2	0.123770095	0.351415009
PPG1	-0.155253107	0.351754644
GAR1	-0.33095163	0.351938515
APE4	0.108291424	0.352229548
MLF3	0.139461858	0.352521869
RKM1	-0.063434543	0.352731038
NCL1	-0.036346971	0.353118283
YCK2	0.072021189	0.354657011
YSP2	0.079796885	0.354849274
MAM3	-0.098743321	0.355605511
CDC40	-0.084403637	0.356042214
GLE1	0.096385244	0.356582674
AUR1	0.142998721	0.35710123
PSR2	-0.080532458	0.357520701
YHR214C-B	0.090271508	0.35900552
EMC4	0.08393416	0.35913166
FTH1	0.136246544	0.359400663
AYR1	0.148331996	0.359694218
SHE3	0.048321034	0.361332527
GPM3	-0.063845023	0.36175526
IVY1	0.111623153	0.362187562
STM1	-0.299741829	0.362319859
STF1	0.278918868	0.362483554
CUS1	0.080973685	0.363570455
VPS53	0.047562084	0.363825209
CIS3	-0.193815804	0.365123773
UBX5	0.083444054	0.368525643
CTR1	-0.23173683	0.3690076
UME6	0.059880258	0.370161785
ZIM17	-0.173992515	0.370307829
NUP2	-0.034795257	0.370525701
TRK1	-0.173852636	0.371113598
CSE2	-0.192752407	0.371457696
CDC10	-0.04691437	0.371734029
SED1	-0.251798287	0.373086231
YNL058C	-0.082091632	0.373233308
BNR1	-0.053438369	0.373554493
ATP11	-0.052533704	0.373974776
PGS1	0.053189774	0.374472053
YMR130W	-0.080828412	0.374703237
PEP1	0.125926295	0.374927853
HOS2	0.126096731	0.375072554
YNL295W	-0.24155355	0.377408079
MSN1	0.089890018	0.377706837
MBB1	0.185730181	0.37806545
MNN2	0.089913512	0.378812683
YJL070C	0.045549319	0.379166287
GYP5	0.057133282	0.380007501
ARG80	0.092355497	0.38052778
PDR8	-0.085216338	0.381298731
DUS3	-0.079408839	0.381618117
HAP5	-0.060968014	0.382171995
RTC3	0.101791852	0.382925297
YKR078W	0.057396822	0.383436493
RDS1	0.476471428	0.383782967
CAN1	-0.02310619	0.384340195
POC4	0.070352335	0.384719298
NAM8	-0.064432965	0.384916228
SSK22	0.073628017	0.38542812
VRP1	0.062240001	0.385998478
MDM31	-0.510388305	0.386604456
VTC4	-0.049894069	0.38691752
GET4	0.089598167	0.387058136
CRH1	-0.119837378	0.387387042
MHP1	-0.025439034	0.387630828
ERV14	0.086565746	0.389175657
TMN2	-0.075017787	0.391952306
YIL161W	0.086794915	0.39215544
PKR1	0.239289555	0.392439608
FPR1	0.220178127	0.394495914
SSE1	0.055448039	0.394758618
NUP188	0.039437821	0.395233274
MED11	-0.087485712	0.396603368
YER152C	0.13047385	0.396865808
IFA38	0.080428258	0.397345025
SCD6	0.068155588	0.39762544
NTR2	0.072305633	0.397989925
SHB17	-0.043865507	0.3985337
SSU72	0.081494566	0.40016637
NOP9	0.047595402	0.401066004
INO80	0.07185245	0.40281456
RRP8	0.079305754	0.403052871
PIB2	-0.08771448	0.403488509
IRC25	-0.151559834	0.403784819
PAM16	-0.053049679	0.405101066
ATG29	0.032809052	0.405212016
SPC19	-0.170588032	0.406447694
ASH1	-0.071179325	0.407100919
RBL2	-0.11230366	0.407798391
TEX1	0.204784418	0.408586745
SLY41	0.18102488	0.408795892
MIF2	0.176225734	0.40892484
YPL260W	-0.045820932	0.409732273
YDL085C-A	0.085133165	0.410511022
VOA1	-0.185734131	0.41100208
THP3	0.111295121	0.41155409
KTR5	0.179899662	0.411756175
SNA3	0.108046454	0.411907669
GTT2	0.662192571	0.413578158
PEX31	-0.103747645	0.414184319
GAB1	0.095236508	0.4151208
CHS5	-0.04547132	0.415235094
MSD1	-0.105653737	0.415739989
OPY2	0.161942605	0.416002323
AVT4	-0.076566322	0.416668821
DAD3	-0.384585988	0.417185127
DFG5	0.137050985	0.417298535
NCE102	0.106755121	0.419035692
LOS1	0.048362083	0.420922577
REP2	0.13089213	0.422077621
GPM1	0.195014481	0.423053126
BER1	0.256314248	0.423831579
CCH1	0.069233742	0.424116128
HRB1	0.086278159	0.424632441
HAA1	-0.107628132	0.425077667
VAC14	0.062087841	0.425610656
HSK3	-0.234613204	0.425736561
RRG9	-0.178756196	0.426689121
DOA4	0.048527768	0.427148421
DSD1	0.067774229	0.428317937
POP6	-0.059388331	0.428696463
IST3	0.048230939	0.429195442
PMT4	0.023547493	0.429706038
RPS31	-0.285861521	0.43086004
YLR118C	-0.059241712	0.432388046
ATG15	0.358004795	0.432554263
SAM50	-0.022248858	0.436861767
SPO71	-0.102784774	0.437346795
PHO13	-0.042702001	0.437464871
FUI1	0.110146479	0.43823792
ERJ5	0.094799567	0.438594011
HOM3	0.05430068	0.439280044
YKL050C	-0.096283963	0.440894918
YKL018C-A	0.089857003	0.441099362
SPC72	-0.106396248	0.441287782
PHO86	0.055247409	0.442584814
MDH3	0.032663843	0.443013364
YHR122W	-0.206255173	0.445687283
TEM1	-0.176486547	0.445961436
TRX1	-0.282133373	0.44616934
RPP2A	-0.34592578	0.446305933
DEG1	0.079380324	0.447243126
YAP1802	0.083078108	0.447538539
STB1	0.066397274	0.447753393
ALO1	-0.075176504	0.45010192
ARO3	0.040844678	0.450286173
YDR056C	-0.162863567	0.451340496
TPN1	0.059471098	0.451870493
MNN10	0.052660559	0.45316934
PBY1	0.052157359	0.453434908
CRN1	-0.057837122	0.455757291
ARO2	-0.102262125	0.456821759
VPS71	0.061600011	0.457039405
PUS7	0.054358586	0.458253051
EDC2	-0.184118665	0.458671743
LIP1	0.249323205	0.458936873
LRE1	0.025697448	0.46068611
HCA4	-0.051964734	0.461542497
NUT2	-0.15238409	0.461778631
AIM41	-0.066823473	0.463265377
YMR253C	-0.089953836	0.463552254
PMT1	0.063514607	0.465344739
ABZ1	0.183979672	0.466115488
YIP4	-0.226337473	0.467559315
VAC7	0.041939833	0.467934674
MSG5	-0.051415917	0.468172643
BRL1	-0.057408263	0.468451854
PLP1	0.371830993	0.46961845
PSD2	-0.065210255	0.469778135
ISW1	0.032589943	0.471206958
AIM6	-0.061302764	0.471476499
YME2	0.038101828	0.472033962
TSR2	0.077432924	0.47270964
GDT1	0.097781543	0.473356058
RSN1	0.043500653	0.474901118
YER010C	0.125199392	0.476904497
RGI1	-0.120461198	0.479224621
YJU2	-0.05659829	0.479365019
CNM67	-0.048436491	0.480476582
DIB1	-0.17859426	0.480909561
HBN1	-0.094329885	0.481141009
MRP10	-0.403583451	0.481401115
LCB2	0.10593185	0.481909956
CPR5	0.048269547	0.487851894
YCR016W	0.054725888	0.488369183
NUP49	-0.126711694	0.488502929
PCS60	-0.02056655	0.488765144
YML119W	0.05988547	0.489467899
LDH1	0.137954039	0.489809824
PMT3	0.078223503	0.490438136
MTD1	0.061234645	0.491282274
NOC2	0.038512625	0.491874257
BIR1	0.048943809	0.492117073
SPB1	0.042800134	0.492612452
NMD4	-0.085608338	0.493472758
CDC123	-0.158764986	0.493935796
XBP1	-0.067060297	0.49519537
PRP11	0.097363064	0.495527263
YJR008W	0.165732291	0.495906814
ELP6	0.05053766	0.496695088
SEC61	0.060694174	0.496999397
AHA1	0.094652733	0.497231025
RDR1	0.041789046	0.497527436
CIK1	0.081452501	0.499937744
YDL073W	0.040168398	0.500347352
NRG1	0.070719391	0.501470997
RIB1	-0.050823906	0.502358245
PCL8	0.055424702	0.503127797
MAC1	-0.073522955	0.503925512
SNO3	-0.211356778	0.504712531
YLR287C	0.066877243	0.504993645
TAN1	0.057082018	0.505752136
GPI1	0.105185954	0.506024573
YEL007W	-0.165745179	0.506479644
NPL3	-0.212521122	0.507360064
MRS2	0.175256102	0.507527735
SNG1	0.059687737	0.508367634
KEL3	-0.049033102	0.509093232
SUB1	-0.034256118	0.510590694
YNL010W	-0.073028433	0.510961582
PIR1	0.069527977	0.511425959
KIP1	0.059871857	0.511699433
YGR053C	-0.051556337	0.511864373
TPA1	-0.070145466	0.512053437
GAL11	0.045345768	0.513162936
MYO3	0.033861436	0.513574419
SAM35	0.026336584	0.51427453
AAR2	0.062584148	0.514676903
POL5	0.029385567	0.515182826
YDR266C	-0.1332584	0.515946149
PHA2	0.049614575	0.516466714
ASE1	0.088165724	0.51751319
AAH1	-0.094051119	0.518114976
RIM8	-0.034172756	0.518505459
ILS1	0.036065412	0.518924689
WAR1	0.083242331	0.520208039
ROX1	-0.057145191	0.522211797
AHC2	0.059489026	0.523354285
XPT1	-0.164006241	0.523993908
ZPS1	-0.187246736	0.527838975
SAN1	-0.0288981	0.528119175
APS3	-0.07103544	0.529744518
YPR022C	0.093862923	0.530254604
CTK3	0.045015134	0.531148937
SLX9	-0.091413411	0.531479468
NIP100	-0.039026419	0.531681403
YGR122W	0.077327488	0.532813832
THO1	0.066660966	0.533048271
SLX5	0.026431629	0.534750679
ZRT3	0.060345611	0.536201158
KEI1	-0.045579642	0.53742094
MPS2	0.07897966	0.537598888
BRO1	-0.032177043	0.537906736
THR1	0.031849201	0.538489786
DGR2	-0.021331432	0.539496547
ATC1	0.090073424	0.540349851
ACK1	0.08010027	0.540527834
HDA3	0.051673669	0.5412931
YNL260C	0.178616889	0.542297616
NUP1	0.058910111	0.54442616
RAI1	0.031435668	0.546119241
GCY1	0.041797022	0.547750384
TPS3	0.050012245	0.548268229
PAM17	-0.121908133	0.549982762
FYV6	-0.076739257	0.55038916
NOP6	0.094619774	0.55129158
KAR3	0.023040971	0.551899147
PLP2	-0.054668738	0.55256188
RIM1	-0.061668515	0.553389729
CTF18	0.043777018	0.55466378
TAD2	-0.073386392	0.555279658
TSR3	-0.062033605	0.555602025
SNF3	-0.043200683	0.556432564
SEN1	-0.023152444	0.556967924
PHO81	-0.022995042	0.557285227
YDL121C	-0.097853072	0.557467058
HAL5	0.030957371	0.558991213
POA1	0.087725092	0.560000292
KEX1	-0.035197788	0.562216894
YTA7	0.039045194	0.564421869
SNF11	0.058792232	0.564837358
HOS3	0.028931044	0.566388343
YGR067C	-0.082342237	0.566832276
DCR2	0.048087165	0.567392821
YDL144C	0.067484951	0.568668534
YBL107C	-0.16690816	0.569812065
LCL2	-0.330759396	0.570176507
SUS1	-0.134743749	0.570680999
PMU1	-0.039747423	0.572362054
SLG1	0.123793221	0.572881609
ACF4	-0.041751451	0.573471833
NSA1	-0.041048098	0.574716252
BRE5	0.077554313	0.575700165
PMT5	0.153113857	0.578731937
YOR283W	0.039945501	0.578990115
ELP3	-0.03099104	0.579457598
LHP1	-0.063303493	0.57966352
HSE1	0.053280814	0.580064292
TIM50	-0.057709752	0.580244773
AIM2	-0.076400892	0.582071451
MGR3	-0.094546386	0.58231376
CSE1	0.041994423	0.583171499
RRP14	-0.133072658	0.583485764
YGL242C	0.139895638	0.584113553
SSF2	0.035572277	0.584992472
DAS2	0.072638145	0.585759541
SRB2	0.026773461	0.586022879
BUL1	0.04481785	0.586480414
DRE2	-0.052668512	0.588072177
TPO5	-0.043034405	0.588334278
BST1	0.063582347	0.588486646
DCW1	0.158309819	0.589562862
SUN4	0.354478908	0.58985426
HAP2	-0.076423034	0.591175182
RXT3	0.03290764	0.591871362
FMP10	0.027475869	0.593555439
RAD16	-0.033813684	0.594149996
WHI3	0.073965262	0.594470893
TMA16	-0.095581864	0.594985803
GLO2	-0.042212262	0.596907003
YJR011C	0.04676728	0.59794407
YGR169C-A	-0.105307502	0.598620314
SVP26	0.067496479	0.599571701
ELF1	-0.273841046	0.60063508
YKL069W	0.223118728	0.601077516
PTC3	-0.092101944	0.602021593
YLR143W	0.084699712	0.602479367
ATG32	0.055901964	0.602800491
SAS2	0.107232191	0.603355745
SQS1	0.023551517	0.604858753
SAY1	0.033741139	0.605357708
PNC1	0.027643053	0.605670433
YRA1	0.033000324	0.606389317
NBA1	-0.100170041	0.60712553
TRP2	0.012464115	0.607574566
UTP9	0.040763002	0.607883979
MRD1	0.037174497	0.610502163
IKI3	0.024611306	0.611635308
RRT8	0.078157067	0.614695383
FPR2	-0.210995299	0.61516714
KAE1	0.069117357	0.616745495
GIM3	-0.0754322	0.617505134
MYO5	0.043575984	0.619351149
EIS1	0.037861578	0.620346645
SSN8	0.074959686	0.621384697
SPT21	0.057839595	0.622152318
NCA2	0.014633011	0.622555102
PIN2	0.044309675	0.622863458
SKG1	-0.024450274	0.623512147
VAN1	-0.028280353	0.623986336
ARF3	-0.034998941	0.625032937
IGO2	0.01034682	0.625723163
YPL247C	-0.021002564	0.62594433
RNH1	-0.036894185	0.626698019
SPT2	0.046006215	0.628551012
SLP1	0.172509123	0.628749646
MSC3	0.037673197	0.629586105
GAD1	-0.038412469	0.629941189
PRR1	-0.096129991	0.632014359
YRB2	-0.049831229	0.63233067
MED1	0.037856103	0.632580632
ERG5	-0.061257329	0.63307779
SLU7	-0.038459806	0.633553868
MOT3	-0.031665154	0.634254582
VBA1	0.019785091	0.634548622
YPR147C	-0.072410768	0.63523364
DNF2	-0.017016016	0.636621003
YCR043C	0.038414948	0.639093466
VPS5	-0.020605024	0.640093289
COG7	0.034234157	0.640525498
PAC1	-0.069492364	0.64078254
CUS2	0.077222507	0.641090014
CTI6	-0.037859601	0.641486704
SCM3	0.039338855	0.641786854
SSN3	-0.048215599	0.642193645
GIP4	0.040795751	0.643427733
NIF3	-0.022917257	0.643711568
SPC42	0.024784859	0.64400561
YNR021W	0.046067759	0.644635788
UBP9	0.028004814	0.644947143
ABZ2	0.077415457	0.645481464
BFR2	0.080189216	0.64617013
GCD14	-0.044269302	0.646568967
RME1	0.053469734	0.648710458
YGR015C	0.072341715	0.648996269
YAL044W-A	-0.102137309	0.649332605
RRN10	-0.05767793	0.652368191
YPL041C	-0.04514417	0.652652428
CLP1	0.063875266	0.652928714
THI13	0.037739722	0.654826355
SEN2	0.074663841	0.655006466
GGA1	0.038708126	0.656901335
NNF1	0.063094173	0.658776458
YDR348C	-0.042292039	0.659933256
EFG1	-0.041480818	0.661099263
IES3	0.029740312	0.661265895
EGD1	0.087239815	0.66175986
SSF1	-0.030998658	0.66205991
SHE2	-0.058690793	0.662319306
CIN5	-0.141164722	0.664187531
ROT1	-0.263330873	0.664818272
YJR141W	0.198324862	0.665142765
YML079W	0.046759002	0.667367968
YGL159W	-0.044568884	0.668139943
RPA14	0.018905672	0.668598775
RPP1B	-0.095306822	0.669477354
MUD1	0.027061617	0.669771391
PCF11	-0.035021601	0.670433702
IMP2'	-0.074228388	0.671464643
AGE2	0.012563052	0.672325388
NOP53	0.046339738	0.672684822
PFA3	-0.142000575	0.676266896
YIF1	0.023689707	0.676946403
TEL1	0.194059933	0.679834209
CKB1	-0.142588841	0.680633525
MEX67	0.025762067	0.682077812
SMD3	0.050943219	0.682594671
SAW1	0.070801309	0.684215543
FAP1	0.174968609	0.684570625
SRP1	0.045348943	0.685182621
CTF8	-0.029375605	0.686014405
ALY2	0.027779608	0.686665166
VPS72	-0.043436063	0.687219266
YLL032C	0.047172381	0.689784812
ERO1	0.027168013	0.690153054
TRP1	0.076687221	0.691520266
YMR027W	0.030886891	0.691763364
PUT3	0.1524824	0.692120769
YMR221C	-0.016198368	0.69245335
CBS1	-0.01169423	0.692705606
RTG1	0.026894626	0.693117983
DBP9	0.017719482	0.693290515
HSP26	-0.098639546	0.693963308
RSC1	0.02560931	0.694844041
YGR026W	-0.076343969	0.695757278
DUG2	-0.017827164	0.696973266
RCN2	0.017227971	0.697284394
DOS2	0.033626048	0.698039933
YOL073C	-0.03971087	0.6984518
BUD21	0.033781701	0.698911754
CAF20	-0.059357076	0.699413978
ERT1	-0.058989045	0.700587101
BUD3	0.020147214	0.700960456
YJR124C	-0.048737581	0.701843389
URE2	0.018659581	0.702922921
AFG2	-0.0334687	0.703410809
BSD2	-0.028723422	0.704241357
YLR224W	0.104080712	0.704900673
RVS167	-0.026717203	0.705533902
WHI2	0.016541965	0.705736289
DOT5	0.040878864	0.707674368
AVO2	0.043201347	0.70902533
RPC19	0.059431593	0.710970525
FUN30	-0.021231734	0.711582768
RKM4	0.012539836	0.712439566
YLR455W	-0.035067145	0.713475037
YBR126W-A	0.091518967	0.713795114
YGR283C	-0.030783335	0.714114403
DIG1	-0.016118375	0.716626672
SSH1	0.039322204	0.718656906
ANT1	-0.012825953	0.719097024
DPS1	-0.072046435	0.719478754
NUP82	0.013458804	0.720760323
MGT1	-0.166572909	0.722270088
YMR187C	0.063441177	0.724931743
YCR090C	0.058806547	0.725458615
MSL5	-0.013599546	0.726171972
FIR1	0.031658211	0.727480011
RNA14	-0.026277869	0.727723752
ALG11	0.027821422	0.728870736
FYV8	0.029466237	0.729114843
SKG3	0.012822342	0.730398918
STE18	0.020046279	0.730793968
GID8	0.020321141	0.731231492
ECM29	-0.012444243	0.731816249
RRP15	0.041404201	0.732205341
YRM1	0.161730406	0.73459495
FLC2	-0.028072006	0.73500564
FMO1	0.023510771	0.735194709
YDL012C	-0.027023794	0.736738307
KAP122	0.042917439	0.736954823
HMF1	0.094256237	0.737564864
TRM12	-0.067817427	0.741564572
CDC36	-0.033751662	0.743135908
TRR1	0.031010972	0.743911301
APM3	0.032707398	0.74460358
BXI1	0.071221136	0.744807126
KCC4	0.024293827	0.746486277
RUP1	0.056794128	0.748573867
MAK16	-0.023545426	0.749112051
RPS9A	-0.121811374	0.749604004
GLE2	0.042849724	0.751758097
UTR2	-0.032487798	0.752959826
NGL2	-0.022412739	0.753554997
SPP1	-0.093011236	0.755009078
CIC1	-0.028628398	0.755602467
MPD1	-0.016495963	0.756066406
NTF2	-0.081893046	0.756295473
ERV2	-0.076571368	0.757197363
YBR137W	-0.079270493	0.759638568
DPB11	-0.050455309	0.760680507
GLC7	-0.082129486	0.761344984
NCS6	0.045073662	0.761931843
CCC1	0.023466118	0.762407452
NUP133	0.019661051	0.762588696
ILV5	0.063502779	0.762872395
VPS17	0.009782263	0.764723488
SGF11	0.054042012	0.765190182
JLP2	0.054856417	0.765647241
BCY1	-0.00824335	0.765881387
MTR10	0.014919729	0.766802236
HTA2	-0.13685374	0.767799054
YMD8	0.062261755	0.768458816
REX3	-0.039002744	0.769333316
CBK1	-0.013495787	0.769544284
SNC1	-0.072222698	0.771388454
SMX2	-0.024281871	0.771611645
MID1	0.160158257	0.773729576
MDJ1	0.027417964	0.774410576
CPR4	-0.032707874	0.77577423
GLC8	-0.033813809	0.776117534
YPS7	0.022602878	0.778055393
RCR2	-0.024952098	0.778584215
YPR109W	0.01817728	0.779768346
RMD1	0.017450001	0.780470401
YBL086C	0.051039406	0.780672523
YAR010C	0.041423391	0.781615621
YNL193W	0.015518018	0.782027665
MED8	0.031197947	0.783616119
RPF2	-0.025900359	0.783827826
YOR021C	-0.020696852	0.784515872
BUL2	-0.013511629	0.786155896
FRA2	-0.127900773	0.786563472
SUR4	0.025249451	0.786835656
STB4	0.033971816	0.788426846
YOP1	-0.019199247	0.790017651
YHR127W	-0.021981611	0.790355678
PRP43	0.007564804	0.791340732
VPS74	-0.012214271	0.792080664
SNT309	0.027617796	0.792601603
TRM7	-0.028133778	0.793233884
MAK5	-0.01183433	0.794004271
NAT4	0.039217227	0.794698368
VTS1	0.028790711	0.797955311
DAM1	0.021773853	0.803149218
ACN9	-0.075938858	0.803974552
SQT1	-0.092169061	0.804422194
TUP1	-0.016335724	0.805463813
BRX1	0.020527434	0.806014784
MEF1	0.023489478	0.808593472
YOL019W	-0.02278329	0.809333412
HHT1	0.044486953	0.809743266
NPL6	-0.025215257	0.811564464
NUP60	-0.028200579	0.8118177
PHO2	-0.012355868	0.812244917
PMT2	0.018723143	0.813815445
LEA1	0.021256249	0.814581485
RAD54	0.022640983	0.816015357
YDR089W	0.008571927	0.818069162
YGR001C	-0.03329944	0.819760778
UBX7	-0.03276631	0.820607647
CSH1	0.012912464	0.82130713
KRE9	0.020908118	0.822245215
DJP1	-0.014434857	0.822440341
SCD5	0.025171095	0.824676964
SEC72	0.014675533	0.825017779
YGL108C	0.043002124	0.825321817
DOM34	-0.022270739	0.826169212
BRR1	-0.021254642	0.827938251
DSE1	0.029357327	0.828323427
GIM4	0.030174635	0.830142468
SLX8	-0.012286589	0.830796955
HOL1	0.033476464	0.831214537
YLH47	-0.016136243	0.831545405
GIS3	-0.013917978	0.833122007
PFD1	0.018850222	0.83331217
SEN54	0.013902517	0.834256399
MNR2	0.017050114	0.834533892
TRX2	0.072788542	0.835238339
EAF3	0.016041035	0.835513928
YKL105C	-0.016326991	0.836856018
CMC4	0.118742425	0.837294154
TEC1	-0.014882619	0.838741801
YBR096W	0.037233455	0.841916656
SEC14	-0.026477931	0.843450097
GRE3	0.007552636	0.843676788
YMR099C	0.011223575	0.843939506
NAB2	0.032639107	0.847210955
YTA6	0.013610688	0.848552389
BSC6	-0.013299308	0.850961013
VHS2	0.012879493	0.851419724
NDE2	-0.010393597	0.853330151
PTM1	-0.036788855	0.854307069
BOI1	0.009468417	0.856452453
YIL156W-B	-0.088946468	0.856983614
OTU2	0.014590697	0.857775777
YBR138C	-0.0129867	0.858814684
YJR029W	0.015186884	0.859877511
MET18	0.012891545	0.860226702
YGR125W	0.010504024	0.860941815
PHM7	-0.024924037	0.861150981
VPS13	-0.004540806	0.861587674
PDX1	-0.019718739	0.862671522
CIN4	-0.071159	0.864527608
MSA2	0.020839823	0.865634962
IES5	-0.027813309	0.867176189
SSP120	-0.011635572	0.867373311
SSA1	-0.043817522	0.86764518
KEX2	-0.021627328	0.868166514
CAF40	0.015866807	0.869713045
RMI1	-0.033141796	0.872388054
MAG2	-0.011266041	0.872620408
TOM20	0.012688448	0.872842384
TMA17	0.008813112	0.873449345
NMD3	-0.006086033	0.874127991
MED4	0.051612683	0.874735527
LSB5	-0.008325406	0.875429446
SEH1	-0.028538661	0.877055077
CCW14	0.096601248	0.877501985
SNN1	0.010876217	0.877718033
PPH3	0.034407364	0.879606583
MDJ2	-0.009367666	0.880343125
ASM4	0.006496211	0.881241439
CWC15	0.008374892	0.881818991
YNL035C	-0.010945013	0.882437857
GIS2	0.071501502	0.884718307
YIP5	0.012476045	0.885570598
RBS1	-0.013565623	0.886996008
MTC2	0.018940618	0.887215213
ERV41	0.014711923	0.888521203
TRM9	-0.013704097	0.890870036
YGR237C	-0.009879532	0.891067146
AIM21	-0.005557463	0.89221845
YDR061W	-0.016305148	0.893202554
YKL027W	-0.006163609	0.894964097
LOT5	0.021070449	0.896309408
PML1	0.034304373	0.897443902
YGR111W	-0.009541076	0.897649564
SYC1	0.008649302	0.899379886
FSH2	0.010363734	0.900145231
OYE2	-0.016090776	0.900786052
STE50	0.011883578	0.901211302
NOP15	0.015568477	0.901640019
VPH2	-0.015440282	0.903902434
YOR385W	0.033814116	0.905952912
TRM3	-0.006831486	0.906768717
TMA20	0.011639651	0.907251761
MNN5	-0.005242513	0.907843121
LOC1	-0.006161092	0.909075514
ERG10	0.012293997	0.911776683
ZDS1	-0.009072966	0.911980558
IRC22	0.013884861	0.912263485
BCP1	0.006790937	0.912541141
COX17	-0.017119707	0.913062898
YBL055C	-0.006629449	0.914196074
LHS1	0.007427964	0.91565056
SWC7	0.006574667	0.916051745
YOL092W	0.007313752	0.917165744
LDB17	-0.002719105	0.917837752
RNA15	0.010898231	0.918617012
SMD2	0.008028873	0.919445899
AIM29	-0.012423009	0.920018948
PAM18	0.006832478	0.920442135
TDA2	-0.015935026	0.920699305
YHC1	0.057799344	0.921161101
PPZ2	0.013581526	0.921394036
DET1	0.003948687	0.921721515
PGD1	0.004417963	0.922845121
EFM1	0.006507689	0.923082606
RTT102	0.005369388	0.923398832
GCD10	-0.006659079	0.924312311
COG1	0.006030211	0.924960566
YHR097C	-0.00351701	0.925403293
HIS6	-0.018572996	0.926463441
SCJ1	0.004411243	0.927889465
SSD1	-0.00281673	0.929351955
ISN1	-0.006200879	0.930329268
YAP1	-0.005574766	0.93121757
MAP2	0.005211423	0.932392392
CUP2	-0.044809654	0.933401392
CHL1	0.018924511	0.933920138
STE12	0.003500531	0.934577075
INO4	0.008054487	0.935103307
NUP159	0.005098104	0.935483015
VMS1	-0.004356261	0.93586276
SBH1	-0.012028878	0.936265407
RNQ1	-0.010452871	0.936547954
FCF2	-0.006522601	0.9379152
BUD14	-0.00651785	0.938276001
PSK1	-0.003095066	0.938824775
PAC10	0.010390677	0.939795073
