Geneid	Length
YMR298W	624
YMR299C	1072
YMR300C	1864
YMR301C	2184
YMR302C	2704
YMR303C	1280
YMR304W	4096
YMR305C	1560
YMR306W	5358
YMR307W	1976
YMR308C	3576
YMR309C	2832
YMR310C	1056
YMR311C	848
YMR312W	1008
YMR313C	2056
YMR314W	944
YMR315W	1248
YMR315W-A	108
YMR316W	1160
YMR317W	3423
YMR318C	1344
YMR319C	2016
YMR321C	318
YMR322C	714
YMR323W	1314
YMR325W	375
YNL339C	5580
YNL336W	1146
YNL335W	678
YNL334C	669
YNL333W	897
YNL332W	1023
YNL331C	1424
YNL330C	1528
YNL329C	3093
YNL328C	441
YNL327W	3272
YNL326C	1168
YNL325C	2660
YNL323W	1408
YNL322C	1064
YNL321W	2872
YNL320W	936
YNL318C	1623
YNL317W	1512
YNL316C	1112
YNL315C	1056
YNL314W	904
YNL313C	2856
YNL312W	1020
YNL311C	2344
YNL310C	656
YNL309W	1440
YNL308C	1936
YNL307C	1623
YNL306W	760
YNL305C	1008
YNL304W	1377
YNL302C	585
YNL301C	784
YNL300W	648
YNL299W	2065
YNL298W	2784
YNL297C	5000
YNL295W	1733
YNL294C	1928
YNL293W	2040
YNL292W	1288
YNL291C	1976
YNL290W	1120
YNL289W	1048
snR40	97
YNL288W	1392
YNL287W	3160
YNL286W	1064
tG(UCC)N	72
tN(GUU)N1	74
YNL284C	969
tT(AGU)N1	73
YNL283C	2128
YNL282W	784
YNL281W	680
YNL280C	1528
YNL279W	1986
YNL278W	3368
YNL277W-A	429
YNL277W	1552
YNL275W	1968
YNL274C	1208
YNL273W	3808
YNL272C	2379
YNL271C	6280
YNL270C	1848
YNL269W	396
YNL268W	2053
YNL267W	3472
YNL265C	1023
YNL264C	1216
YNL263C	1176
YNL262W	6720
YNL261W	1720
YNL260C	897
YNL259C	344
YNL258C	2320
YNL257C	3768
YNL256W	2584
YNL255C	840
YNL254C	1480
YNL253W	1384
YNL252C	928
YNL251C	2144
YNL250W	3984
YNL249C	2024
YNL248C	1512
YNL247W	2480
YNL246W	1065
YNL245C	1280
YNL244C	512
YNL243W	2960
YNL242W	4928
YNL241C	1984
YNL240C	1624
YNL239W	1608
YNL238W	2702
YNL237W	1600
YNL236W	2964
YNL234W	1368
YNL233W	2920
YNL232W	1080
YNL231C	1304
YNL230C	1512
YNL229C	1440
YNL227C	1856
YNL225C	1784
YNL224C	2448
YNL223W	1485
YNL222W	808
snR19	568
YNL221C	3144
YNL220W	1480
YNL219C	1920
YNL218W	2288
YNL217W	1040
YNL216W	2672
YNL215W	1080
YNL214W	768
YNL213C	832
YNL212W	2496
YNL211C	488
YNL210W	813
YNL209W	2016
YNL208W	864
YNL207W	1536
YNL206C	1528
YNL204C	903
YNL202W	902
YNL201C	3024
YNL200C	952
YNL199C	1912
YNL197C	3024
YNL196C	897
YNL195C	876
YNL194C	1216
YNL193W	1682
YNL192W	3552
YNL191W	1224
YNL190W	1480
YNL189W	1960
YNL188W	1359
YNL187W	1519
YNL186W	2832
YNL185C	720
YNL183C	2672
YNL182C	1816
YNL181W	1384
YNL180C	1304
YNL178W	880
YNL177C	1176
YNL176C	2240
YNL175C	1352
YNL173C	1328
YNL172W	5608
YNL169C	1808
YNL168C	984
YNL167C	2456
YNL166C	1464
YNL165W	1416
YNL164C	1304
YNL163C	3496
YNL162W-A	592
YNL162W	448
YNL161W	2816
YNL160W	1288
YNL159C	1328
YNL158W	728
YNL157W	624
YNL156C	1200
YNL155W	1088
YNL154C	1641
YNL153C	390
YNL152W	1248
YNL151C	920
YNL149C	552
YNL148C	920
YNL147W	496
YNL146C-A	207
YNL146W	696
YNL145W	176
YNL144C	2330
YNL142W	1792
YNL141W	1136
YNL139C	5544
YNL138W-A	422
YNL138W	1768
YNL137C	1768
YNL136W	1304
YNL135C	784
YNL134C	1280
YNL133C	547
tF(GAA)N	73
YNL132W	3272
YNL131W	768
YNL130C	1340
YNL130C-A	147
YNL129W	992
YNL128W	1305
YNL127W	3144
YNL126W	2672
YNL125C	2312
YNL124W	1576
YNL123W	3032
YNL122C	589
YNL121C	2128
YNL119W	1600
YNL118C	3072
YNL117W	1784
YNL116W	1728
YNL115C	2112
YNL113W	616
YNL112W	1814
YNL111C	864
YNL110C	832
YNL108C	872
YNL107W	800
YNL106C	3638
YNL104C	2124
YNL103W	2232
YNL102W	4552
YNL101W	2520
YNL100W	808
YNL099C	904
YNL098C	969
YNL097C-B	123
YNL097C	1304
tL(CAA)N	82
YNL096C	823
YNL095C	2216
YNL094W	2176
YNL093W	1088
YNL092W	1448
YNL091W	3928
YNL090W	1096
YNL088W	4544
YNL087W	3768
YNL086W	512
YNL085W	3072
YNL084C	1240
YNL083W	1793
YNL082W	2752
YNL081C	640
YNL080C	1360
YNL079C	1032
YNL078W	1544
YNL077W	1784
YNL076W	2032
YNL075W	1072
YNL074C	1600
YNL073W	1808
YNL072W	1016
YNL071W	1624
YNL070W	336
YNL069C	871
YNL068C	2976
YNL067W-B	141
YNL067W	920
YNL066W	2056
YNL065W	1945
YNL064C	1640
YNL063W	1067
YNL062C	1632
YNL061W	2064
YNL059C	2376
YNL058C	1128
YNL056W	872
YNL055C	1184
tD(GUC)N	71
YNL054W	3616
YNL053W	1648
YNL052W	664
YNL051W	1296
YNL050C	909
YNL049C	2776
YNL048W	1760
YNL047C	2160
YNL046W	816
YNL045W	2065
YNL044W	737
tP(UGG)N1	72
YNL042W-B	258
YNL042W	1432
YNL041C	2736
YNL040W	2664
YNL039W	1824
YNL038W	838
YNL037C	1320
YNL036W	864
tT(AGU)N2	73
tP(UGG)N2	72
YNL035C	1456
tI(AAU)N1	74
YNL034W	1839
YNL033W	855
YNL032W	1057
YNL031C	748
YNL030W	512
YNL029C	1672
YNL027W	2173
YNL026W	1592
YNL025C	1707
NME1	340
snR66	86
YNL024C-A	559
YNL024C	808
YNL023C	2992
YNL022C	1584
YNL021W	2287
YNL020C	2115
YNL019C	855
YNL018C	1839
tI(AAU)N2	74
YNL016W	1888
YNL015W	464
YNL014W	3314
YNL012W	2050
YNL011C	1521
YNL010W	920
YNL009W	1919
YNL008C	2071
YNL007C	1272
YNL006W	1312
YNL005C	1232
YNL004W	1490
YNL003C	1320
YNL002C	1120
YNL001W	1264
YNR001C	1784
tP(AGG)N	72
tN(GUU)N2	74
YNR002C	1032
YNR003C	1304
YNR004W	864
YNR006W	1952
YNR007C	1320
YNR008W	2128
YNR009W	928
YNR010W	616
YNR011C	2648
YNR012W	1640
YNR013C	2816
YNR014W	728
YNR015W	1224
YNR016C	7415
YNR017W	1464
YNR018W	832
YNR019W	1992
YNR020C	813
YNR021W	1472
YNR022C	520
YNR023W	1840
YNR024W	712
YNR026C	1696
YNR027W	1160
YNR028W	1088
YNR029C	1416
YNR030W	1888
YNR031C	5096
YNR032W	1352
YNR032C-A	392
YNR033W	2364
YNR034W	1336
YNR034W-A	532
YNR035C	1072
YNR036C	656
YNR037C	360
YNR038W	1928
YNR039C	1880
YNR040W	784
YNR041C	1170
YNR043W	1392
YNR044W	2560
YNR045W	1536
YNR046W	592
YNR047W	2864
YNR048W	1400
YNR049C	872
YNR050C	1968
snR49	165
YNR051C	2688
YNR052C	1429
YNR053C	1549
snR191	274
YNR054C	1008
tL(UAA)N	84
YNR055C	2536
YNR056C	1686
YNR057C	749
YNR058W	1792
YNR059W	2008
YNR060W	2160
YNR061C	1080
YNR062C	1175
YNR063W	2824
YNR064C	1128
YNR065C	3351
YNR066C	1311
YNR067C	3536
YNR068C	819
YNR069C	1470
YNR070W	4686
YNR071C	1225
YNR073C	4680
YNR072W	1695
YNR074C	1672
YNR075W	2143
YNR075C-A	93
YNR076W	363
YOL166W-A	156
YOL165C	432
YOL164W-A	183
YOL164W	2224
YOL163W	510
YOL162W	648
YOL161C	363
YOL159C-A	920
YOL159C	928
YOL158C	2224
YOL157C	1770
YOL156W	1704
YOL155W-A	135
YOL155C	3022
YOL154W	1024
YOL152W	1985
YOL151W	1047
YOL149W	744
YOL148C	1872
YOL147C	888
YOL146W	600
YOL145C	3384
YOL144W	1493
YOL143C	696
YOL142W	800
YOL141W	2263
YOL140W	1440
YOL139C	840
YOL138C	4088
YOL137W	1688
YOL136C	1800
YOL135C	848
YOL133W	808
YOL132W	1416
YOL131W	327
YOL130W	3152
YOL129W	704
YOL128C	1217
YOL127W	538
YOL126C	1384
YOL125W	1768
YOL124C	1480
YOL123W	2088
YOL122C	2040
YOL121C	586
YOL120C	705
YOL119C	1592
YOL117W	2176
YOL116W	1424
YOL115W	1811
YOL114C	656
YOL113W	2139
YOL112W	1688
YOL111C	800
YOL110W	872
YOL109W	621
tG(UCC)O	72
YOL108C	736
YOL107W	1104
tT(AGU)O1	73
YOL105C	2128
YOL104C	1059
YOL103W	2144
YOL102C	706
YOL101C	1056
YOL100W	3520
YOL098C	3472
YOL097W-A	408
snR58	96
YOL097C	1432
YOL096C	1048
YOL095C	2168
YOL094C	1056
YOL093W	1016
YOL092W	992
YOL091W	1830
YOL090W	2960
YOL089C	3248
YOL088C	1048
YOL087C	3707
YOL086W-A	315
YOL086C	1168
YOL084W	3177
YOL083W	1342
YOL082W	1648
YOL081W	9728
YOL080C	1072
YOL078W	3584
YOL077W-A	384
YOL077C	1016
YOL076W	2544
YOL075C	4112
YOL073C	1072
YOL072W	1432
YOL071W	672
YOL070C	1593
YOL069W	1392
YOL068C	1512
YOL067C	534
YOL066C	1927
YOL065C	1312
YOL064C	1104
YOL063C	2968
YOL062C	1512
YOL061W	1704
YOL060C	2512
YOL059W	1608
YOL058W	1456
YOL057W	2288
YOL056W	1144
YOL055C	2064
tG(GCC)O1	71
tN(GUU)O1	74
YOL054W	1432
YOL053W	1191
YOL052C-A	336
YOL052C	1376
snR81	201
YOL051W	3640
YOL049W	1648
YOL048C	1170
YOL047C	1071
YOL045W	3799
YOL044W	1210
YOL043C	1288
YOL042W	1424
YOL041C	1528
YOL040C	552
YOL039W	576
YOL038C-A	192
YOL038W	888
YOL036W	2808
snR50	90
YOL034W	3360
YOL033W	1720
YOL032W	848
YOL031C	1338
YOL030W	1696
YOL029C	606
YOL028C	738
YOL027C	1952
YOL026C	480
tS(GCU)O	82
YOL025W	2034
YOL024W	519
YOL023W	2136
YOL022C	1280
tG(GCC)O2	71
YOL021C	3136
YOL020W	2016
tY(GUA)O	75
YOL019W-A	214
YOL019W	1976
YOL018C	1488
YOL017W	2224
YOL016C	1528
YOL015W	2413
YOL014W	792
YOL013W-A	275
tP(UGG)O1	72
YOL013C	1890
YOL012C	984
YOL011W	3688
YOL010W	1240
YOL009C	1112
YOL008W	808
YOL007C	1464
YOL006C	2600
YOL005C	467
YOL004W	4864
YOL003C	1304
YOL002C	1272
YOL001W	1341
YOR001W	2344
YOR002W	2024
YOR003W	1611
YOR004W	968
YOR005C	2880
YOR006C	1128
YOR007C	1232
tR(ACG)O	73
YOR008C	1712
YOR008C-A	225
YOR009W	2869
YOR010C	1199
YOR011W	4308
tT(AGU)O2	73
YOR011W-A	703
YOR012W	808
YOR014W	2968
YOR016C	984
YOR017W	2552
YOR018W	2688
YOR019W	2576
YOR020C	456
YOR020W-A	507
YOR021C	952
YOR022C	2168
YOR023C	1915
YOR025W	1448
YOR026W	1164
YOR027W	1896
YOR028C	1440
YOR030W	1860
YOR031W	210
YOR032W-A	2838
YOR032C	1504
YOR033C	2344
YOR034C	2600
YOR034C-A	243
YOR035C	2370
YOR036W	888
YOR037W	1136
YOR038C	2752
YOR039W	1184
YOR040W	967
snR9	187
YOR042W	1408
snR62	100
YOR043W	2056
YOR044W	880
YOR045W	575
YOR046C	1544
YOR047C	1640
YOR048C	3304
YOR049C	1495
YOR051C	1472
YOR052C	840
YOR054C	2240
YOR056C	1512
YOR057W	1320
YOR058C	2856
tK(UUU)O	73
YOR059C	1358
YOR060C	774
YOR061W	1360
YOR062C	912
YOR063W	1320
YOR064C	784
YOR065W	1704
YOR066W	2128
YOR067C	1888
YOR069W	2224
YOR068C	345
YOR070C	2184
YOR071C	2976
tP(UGG)O2	72
YOR072W-B	162
YOR073W	1864
YOR074C	1088
YOR075W	1084
YOR076C	2288
YOR077W	808
YOR078W	736
YOR079C	1096
YOR080W	2232
YOR081C	2376
YOR083W	1117
YOR084W	1288
YOR085W	1216
YOR086C	3768
tN(GUU)O2	74
YOR087W	2184
YOR089C	976
YOR090C	2153
YOR091W	1584
YOR092W	2384
YOR093C	4984
YOR094W	800
YOR095C	1608
YOR096W	727
YOR097C	632
YOR098C	3384
YOR099W	1536
YOR100C	1280
YOR101W	1280
YOR103C	1008
YOR104W	1368
YOR106W	976
YOR107W	1503
YOR108W	2048
YOR109W	3560
YOR110W	1480
YOR111W	960
YOR112W	2432
YOR113W	3080
YOR114W	1080
YOR115C	968
YOR116C	4728
YOR117W	1512
YOR118W	1992
YOR119C	2544
YOR120W	1112
YOR122C	687
YOR123C	1504
YOR124C	4008
YOR125C	936
YOR126C	856
YOR127W	3504
YOR128C	1800
YOR129C	2952
YOR130C	1080
tD(GUC)O	72
YOR131C	832
YOR132W	1749
YOR133W	2792
YOR134W	1536
YOR136W	1480
YOR137C	2456
YOR138C	2112
YOR140W	3072
YOR141C	2952
YOR142W	1416
tG(CCC)O	72
YOR143C	1304
YOR144C	2504
YOR145C	920
YOR147W	2024
YOR148C	648
YOR149C	1992
YOR150W	616
YOR151C	4360
YOR152C	1648
YOR153W	4840
YOR154W	1936
YOR155C	1472
YOR156C	2352
YOR157C	984
YOR158W	1088
YOR159C	784
YOR160W	3088
YOR161C	1880
YOR161C-C	147
YOR162C	2792
YOR163W	664
YOR164C	1256
YOR165W	2496
YOR166C	1584
YOR167C	432
YOR168W	2552
YOR171C	2144
YOR172W	2608
YOR173W	1320
YOR174W	1096
YOR175C	2536
YOR176W	1416
tV(AAC)O	74
YOR177C	1395
YOR178C	3064
YOR179C	976
YOR180C	1424
YOR181W	2000
YOR182C	269
YOR183W	390
YOR184W	1188
snR36	182
YOR185C	896
YOR186W	1232
YOR187W	1616
YOR188W	3504
YOR189W	560
YOR190W	1338
YOR191W	5728
YOR192C	1800
YOR192C-C	237
tM(CAU)O1	72
YOR193W	1208
YOR194C	1112
YOR195W	2736
YOR196C	1344
YOR197W	1472
YOR198C	1808
YOR201C	1360
YOR202W	864
YOR204W	2656
YOR205C	1800
YOR206W	2416
YOR207C	3800
YOR208W	2536
YOR209C	1568
YOR210W	584
YOR211C	2842
YOR212W	1508
YOR213C	1144
YOR214C	711
YOR215C	912
YOR216C	1560
YOR217W	2864
YOR219C	3160
YOR220W	1008
YOR221C	1344
YOR222W	1440
snR35	204
YOR223W	984
YOR224C	600
YOR226C	672
YOR227W	4048
YOR228C	1296
YOR229W	2056
YOR230W	1576
YOR231W	1840
YOR232W	864
YOR233W	2599
YOR234C	457
snR17a	333
YOR236W	712
YOR237W	1497
YOR238W	1048
YOR239W	2111
YOR241W	1823
YOR242C	1160
YOR243C	2376
YOR244W	1544
YOR245C	1608
YOR246C	1184
YOR247W	1216
YOR249C	2096
YOR250C	1384
YOR251C	1064
YOR252W	657
YOR253W	664
YOR254C	2128
YOR255W	837
YOR256C	2600
YOR257W	584
YOR258W	720
YOR259C	1448
YOR260W	1856
YOR261C	1142
YOR262W	1120
YOR264W	1648
YOR265W	496
YOR266W	1392
YOR267C	2922
YOR268C	399
YOR269W	1728
YOR270C	2896
YOR271C	1160
snR8	190
YOR272W	1544
YOR273C	2288
YOR274W	2008
YOR275C	2120
YOR276W	576
snR31	225
snR5	204
YOR278W	1024
YOR279C	1104
YOR280C	952
YOR281C	984
YOR283W	976
YOR284W	1088
YOR285W	536
YOR286W	688
YOR287C	984
YOR288C	1056
YOR289W	760
tA(UGC)O	73
YOR290C	5416
YOR291W	4597
YOR292C	980
YOR293W	515
YOR293C-A	150
YOR294W	736
YOR295W	976
YOR296W	4104
YOR297C	744
YOR298W	1440
YOR298C-A	705
YOR299W	2440
YOR301W	1632
YOR302W	78
YOR303W	1236
YOR304W	3608
YOR304C-A	648
YOR305W	856
YOR306C	1816
YOR307C	1592
YOR308C	2144
YOR310C	1808
YOR311C	1104
YOR312C	662
YOR313C	1696
YOR315W	1552
YOR316C	1536
YOR316C-A	536
YOR317W	2376
YOR319W	1320
YOR320C	1736
YOR321W	2360
YOR322C	2816
YOR323C	1528
YOR324C	2120
YOR326W	5240
YOR327C	616
YOR328W	4716
YOR329C	2928
YOR330C	3832
YOR332W	776
YOR334W	1432
YOR335C	3128
YOR336W	4128
YOR337W	2440
YOR338W	1400
YOR339C	680
YOR340C	1208
YOR341W	5320
YOR342C	1240
tM(CAU)O2	73
YOR344C	1368
tP(UGG)O3	72
YOR346W	3248
YOR347C	1672
YOR348C	2192
YOR349W	3104
YOR350C	2144
YOR351C	1494
YOR352W	1160
YOR353C	2544
YOR354C	2232
YOR355W	2263
YOR356W	2072
YOR357C	528
YOR358W	1080
YOR359W	1928
YOR360C	1920
YOR361C	2427
YOR362C	1184
YOR363C	3384
YOR365C	2112
YOR367W	680
YOR368W	1264
YOR369C	616
YOR370C	2312
YOR371C	2872
YOR372C	2016
YOR373W	2632
YOR374W	1752
YOR375C	1624
YOR376W-A	156
YOR377W	1578
YOR378W	1607
YOR380W	1880
YOR381W	2732
YOR381W-A	168
YOR382W	896
YOR383C	4120
YOR384W	3160
YOR385W	1400
YOR386W	2800
YOR387C	621
YOR388C	1131
YOR389W	1946
YOR390W	1128
YOR391C	714
YOR393W	1314
YOR394W	495
YOR394C-A	168
YOR396W	5391
YPL283C	5580
YPL282C	495
YPL281C	1314
YPL280W	714
YPL279C	1128
YPL278C	303
YPL277C	1464
YPL274W	1904
YPL273W	1160
YPL272C	3240
YPL271W	336
YPL270W	2512
YPL269W	1989
YPL268W	2680
YPL267W	672
YPL266W	1136
YPL265W	2216
YPL264C	1248
YPL263C	1999
YPL262W	1704
YPL260W	1880
YPL259C	1688
YPL258C	2516
tW(CCA)P	72
YPL257W	1568
YPL256C	2040
YPL255W	1432
YPL254W	1840
YPL253C	2088
YPL252C	664
YPL250C	624
YPL249C-A	602
YPL249C	2737
YPL248C	2704
YPL247C	1768
YPL246C	904
YPL245W	1552
YPL244C	1368
YPL243W	1976
YPL242C	4680
YPL241C	952
YPL240C	2280
YPL239W	1264
YPL237W	952
YPL236C	1392
YPL235W	1648
YPL234C	808
YPL233W	1480
YPL232W	1104
YPL231W	5784
YPL230W	1528
YPL229W	920
YPL228W	1912
YPL227C	1259
YPL226W	3856
YPL225W	552
YPL224C	1721
YPL223C	640
YPL222W	2272
YPL221W	2784
YPL220W	792
YPL219W	1506
YPL218W	757
YPL217C	3603
YPL216W	3752
YPL215W	1200
YPL214C	1824
YPL213W	1048
YPL212C	1840
YPL211W	816
YPL210C	2056
YPL209C	1208
YPL208W	1816
YPL207W	2568
YPL206C	1216
YPL204W	1792
YPL203W	1584
YPL202C	1752
YPL201C	1496
YPL200W	1792
YPL199C	904
YPL198W	864
snR59	78
YPL196W	928
YPL195W	2960
YPL194W	2016
YPL193W	1584
YPL192C	402
YPL191C	1083
YPL190C	2944
YPL189C-A	544
YPL189W	2853
YPL188W	1456
YPL187W	499
YPL186C	1370
YPL184C	3032
YPL183W-A	528
YPL183C	3152
YPL181W	1856
YPL180W	2624
YPL179W	1984
tE(UUC)P	72
YPL178W	776
YPL177C	1168
YPL176C	2680
YPL175W	1428
YPL174C	2792
YPL173W	1104
YPL172C	1592
YPL171C	1344
YPL170W	672
YPL169C	2048
YPL168W	1427
YPL167C	4624
YPL166W	1840
YPL165C	1122
YPL164C	2148
YPL163C	1032
YPL162C	1376
YPL161C	1984
YPL160W	3504
YPL159C	1112
YPL158C	2400
YPL157W	2000
YPL156C	944
YPL155C	2472
YPL154C	1552
YPL153C	2824
YPL152W-A	209
YPL152W	1192
YPL151C	1480
YPL150W	3160
YPL149W	1016
YPL148C	824
YPL147W	2641
YPL146C	1413
YPL145C	2096
YPL144W	552
snR17b	332
YPL143W	523
YPL141C	2968
YPL140C	1904
YPL139C	1472
YPL138C	1296
YPL137C	4256
YPL135W	968
YPL134C	1056
YPL133C	1728
YPL132W	1168
YPL131W	1040
YPL130W	672
YPL129W	927
YPL128C	1896
YPL127C	1152
YPL126W	2832
YPL125W	3304
YPL124W	794
YPL123C	1512
YPL122C	1648
YPL121C	669
YPL120W	1696
YPL119C-A	392
YPL119C	1936
YPL118W	1152
YPL117C	1152
YPL116W	2352
YPL115C	3888
YPL113C	1440
YPL112C	1312
tM(CAU)P	72
YPL111W	1152
YPL110C	3987
YPL109C	2122
YPL108W	507
YPL107W	747
YPL106C	2280
YPL105C	2656
YPL104W	2072
YPL103C	1728
YPL101W	1488
YPL100W	1596
YPL099C	760
YPL098C	552
YPL097W	1520
YPL096C-A	352
YPL096W	1120
YPL095C	1400
YPL094C	912
YPL093W	2272
YPL092W	1608
YPL091W	1640
YPL090C	942
YPL089C	2416
YPL088W	1515
YPL087W	1216
YPL086C	1776
YPL085W	6816
YPL084W	2712
YPL083C	1976
YPL082C	5848
YPL081W	811
YPL079W	619
YPL078C	1056
YPL077C	1024
YPL076W	1760
YPL075W	2497
YPL074W	2344
YPL072W	1728
YPL071C	552
YPL070W	2104
YPL069C	1208
YPL068C	882
YPL067C	664
YPL066W	1864
YPL065W	816
YPL064C	1016
YPL063W	1768
YPL061W	1616
YPL060W	1512
tC(GCA)P1	72
YPL059W	688
YPL058C	5032
YPL057C	1808
YPL056C	493
YPL055C	1088
YPL054W	1408
YPL053C	1512
YPL052W	999
YPL051W	648
YPL050C	1552
YPL049C	1856
YPL048W	1432
YPL047W	792
YPL046C	552
YPL045W	2640
YPL043W	2176
YPL042C	2000
YPL041C	792
YPL040C	3192
YPL039W	951
YPL038W-A	192
YPL038W	632
YPL037C	944
YPL036W	3727
YPL034W	968
YPL033C	846
YPL032C	3128
YPL031C	1042
YPL030W	1761
YPL029W	2242
YPL028W	1416
YPL027W	738
YPL026C	1840
YPL024W	925
YPL023C	2224
YPL022W	3600
YPL021W	564
YPL020C	1985
YPL019C	2872
YPL018W	2424
YPL017C	1816
YPL016W	4376
YPL015C	1432
YPL014W	1392
YPL013C	680
YPL012W	3920
YPL011C	1216
YPL010W	816
YPL009C	3328
YPL008W	2820
YPL007C	1904
YPL006W	3552
YPL005W	1880
YPL004C	1352
YPL003W	1410
YPL002C	1088
YPL001W	1139
YPR001W	1640
YPR002W	1600
tF(GAA)P1	73
YPR003C	2560
YPR004C	1144
YPR005C	1160
YPR006C	1834
YPR007C	2304
tG(GCC)P1	71
YPR008W	2632
YPR009W	968
YPR010C	3912
tK(CUU)P	73
YPR010C-A	505
YPR011C	1232
YPR013C	1880
YPR015C	872
YPR016C	976
YPR017C	656
YPR018W	2024
YPR019W	3024
YPR020W	512
YPR021C	2944
YPR022C	3616
YPR023C	1296
YPR024W	2904
YPR025C	1264
YPR026W	4304
YPR027C	834
tF(GAA)P2	73
YPR028W	1219
YPR029C	2768
YPR030W	3439
YPR031W	2376
YPR032W	3176
YPR033C	1744
YPR034W	1792
YPR035W	1728
YPR036W	1568
YPR036W-A	568
YPR037C	667
YPR040W	1144
YPR041W	1512
YPR042C	3808
YPR043W	485
YPR045C	1496
YPR046W	632
YPR047W	1528
YPR048W	1887
YPR049C	3610
YPR051W	696
YPR052C	1848
YPR054W	1167
YPR055W	3296
YPR056W	1240
YPR057W	1064
YPR058W	1136
YPR060C	1040
YPR061C	946
YPR062W	616
YPR063C	666
YPR065W	1528
YPR066W	952
YPR067W	696
YPR068C	1488
YPR069C	1008
YPR070W	2184
YPR071W	1104
tS(UGA)P	82
YPR072W	1856
YPR073C	840
YPR074C	2288
YPR075C	1176
YPR078C	1119
YPR079W	1328
YPR080W	1544
YPR081C	1969
YPR082C	552
YPR083W	1888
YPR084W	1568
YPR085C	1568
YPR086W	1256
YPR088C	1672
YPR089W	2848
YPR091C	2672
snR51	107
snR70	164
snR41	95
YPR093C	1112
YPR094W	408
YPR095C	3681
YPR096C	303
YPR097W	3576
YPR098C	872
YPR100W	528
YPR101W	696
YPR102C	658
YPR103W	1176
YPR104C	3392
YPR105C	2864
YPR106W	1424
YPR107C	816
YPR108W	1616
YPR108W-A	213
tT(UGU)P	72
YPR109W	1136
YPR110C	1248
YPR111W	1856
YPR112C	2792
YPR113W	832
YPR114W	1112
YPR115W	3616
YPR116W	834
YPR117W	7470
YPR118W	1288
tK(UUU)P	73
YPR119W	2272
YPR120C	1584
tC(GCA)P2	72
YPR121W	1960
YPR122W	3755
YPR124W	1608
YPR125W	1592
YPR127W	1368
YPR128C	1064
YPR129W	1152
YPR131C	744
YPR132W	643
YPR133C	1344
YPR133W-A	352
YPR134W	888
YPR135W	2864
YPR137W	1944
tN(GUU)P	74
YPR138C	1816
YPR139C	1072
YPR140W	1200
YPR141C	2472
YPR143W	960
tI(AAU)P1	74
YPR144C	1752
snR45	172
YPR145W	1968
YPR145C-A	352
YPR147C	1328
YPR148C	1392
YPR149W	1072
YPR151C	952
YPR152C	1760
YPR153W	738
YPR154W	960
YPR155C	2000
YPR156C	2376
YPR157W	1504
YPR158W	928
tA(AGC)P	73
YPR159W	2720
YPR159C-A	102
tG(GCC)P2	71
YPR160W	2936
YPR161C	2272
YPR162C	1720
YPR163C	1576
YPR164W	4480
YPR165W	1096
YPR166C	496
YPR167C	840
YPR168W	648
YPR169W	1617
tI(AAU)P2	74
YPR170W-B	461
YPR171W	1792
YPR172W	640
YPR173C	1552
YPR174C	728
YPR175W	2128
YPR176C	1144
YPR178W	1472
YPR179C	2023
YPR180W	1120
YPR181C	2672
YPR182W	400
YPR183W	928
YPR184W	5128
YPR185W	2800
YPR186C	1303
YPR187W	732
YPR188C	688
YPR189W	4368
YPR190C	2008
YPR191W	1344
YPR193C	2824
YPR192W	1072
YPR194C	3112
YPR196W	1744
YPR198W	1880
YPR199C	1064
YPR200C	509
YPR201W	2464
YPR202W	717
YPR203W	309
YPR204W	3099
